Flag for Follow Up,,Survey Title,Survey ID,Page,Page Heading,Question ID,varnames,Question Heading,Answer ID,Answer,answervalues
,156,OT Financial SC2 UT 1 pt 2,66600774,1,,822797037,TSK.CP3.OT1.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9163214119,Certainly Correct (100%),100
,155,OT Financial SC2 UT 1 pt 2,66600774,1,,822797037,TSK.CP3.OT1.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9163214120,,#NULL
,278,OT Financial SC2 UT 1 pt 3,66616828,1,,822989470,TSK.CP3.OT1.PRB.004.,"Task (3): Examine if the trading behavior of IFLM in May 2015 is related to the release of 3rd party information about IFLM. <br><br>Question: Examine the trading behavior of IFLM during May 2015.  Can the increase in trade volume be explained by news about the company?  If so, give the date and headline of a news article that supports your answer. <br>",9190604488,Yes,Yes
,279,OT Financial SC2 UT 1 pt 3,66616828,1,,822989470,TSK.CP3.OT1.PRB.004.,"Task (3): Examine if the trading behavior of IFLM in May 2015 is related to the release of 3rd party information about IFLM. <br><br>Question: Examine the trading behavior of IFLM during May 2015.  Can the increase in trade volume be explained by news about the company?  If so, give the date and headline of a news article that supports your answer. <br>",9190604489,No,No
,280,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962923,Certainly Wrong (0%),0
,266,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962924,-0.1,10
,273,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962925,-0.2,20
,265,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962926,-0.3,30
,255,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962927,-0.4,40
,249,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962928,Completely Uncertain (50%),50
,250,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962929,-0.6,60
,251,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962930,-0.7,70
,252,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962931,-0.8,80
,253,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962932,-0.9,90
,254,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962933,Certainly Correct (100%),100
,256,OT Financial SC2 UT 1 pt 3,66616828,1,,822989471,TSK.CP3.OT1.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164962934,,#NULL
,263,OT Financial SC2 UT 1 pt 3,66616828,1,,825888864,TSK.CP3.OT1.PRB.004.OPN.,"If yes, give the date and headline of a news article that supports your answer. ",1,open_ended,#NULL
,257,OT Financial SC2 UT 1 pt 4,66614567,1,,822963351,TSK.CP3.OT1.PRB.002.,"Task (4): Group 3rd party information related to GEFI based on its content.<br><br>Question: There is a significant uptick in price and volume for GEFI in the beginning of December 2014.  Are there legitimate reasons that explain this, or do you suspect manipulative activity? ",9190674042,Manipulative,Manipulative
,258,OT Financial SC2 UT 1 pt 4,66614567,1,,822963351,TSK.CP3.OT1.PRB.002.,"Task (4): Group 3rd party information related to GEFI based on its content.<br><br>Question: There is a significant uptick in price and volume for GEFI in the beginning of December 2014.  Are there legitimate reasons that explain this, or do you suspect manipulative activity? ",9190674043,Not Manipulative,Not Manipulative
,259,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716229,Certainly Wrong (0%),0
,260,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716230,-0.1,10
,261,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716231,-0.2,20
,262,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716232,-0.3,30
,213,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716233,-0.4,40
,264,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716234,Completely Uncertain (50%),50
,212,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716235,-0.6,60
,193,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716236,-0.7,70
,160,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716237,-0.8,80
,161,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716238,-0.9,90
,162,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716239,Certainly Correct (100%),100
,163,OT Financial SC2 UT 1 pt 4,66614567,1,,822963352,TSK.CP3.OT1.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164716240,,#NULL
,164,OT Financial SC2 UT 1 pt 4,66614567,1,,825895965,TSK.CP3.OT1.PRB.002.OPN,Cite the sources of your answer. ,1,open_ended,#NULL
,246,OT Financial SC2 UT 1 pt 5,66616860,1,,822989809,TSK.CP3.OT1.PRB.003.,Task (5): Compare the behavior of ARSP to another similar security with credible news items.<br><br>Question: Compare ARSP with SIEGY.  Both experienced significant increases in prices during January _Í„ May 2014.  Which security has more support for the price increases based on credible pieces of news or information? ,9190702196,ARSP,ARSP
,247,OT Financial SC2 UT 1 pt 5,66616860,1,,822989809,TSK.CP3.OT1.PRB.003.,Task (5): Compare the behavior of ARSP to another similar security with credible news items.<br><br>Question: Compare ARSP with SIEGY.  Both experienced significant increases in prices during January _Í„ May 2014.  Which security has more support for the price increases based on credible pieces of news or information? ,9190702197,SIEGY,SIEGY
,248,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965472,Certainly Wrong (0%),0
,267,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965473,-0.1,10
,268,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965474,-0.2,20
,269,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965475,-0.3,30
,270,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965476,-0.4,40
,271,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965477,Completely Uncertain (50%),50
,272,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965478,-0.6,60
,274,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965479,-0.7,70
,281,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965480,-0.8,80
,275,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965481,-0.9,90
,276,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965482,Certainly Correct (100%),100
,277,OT Financial SC2 UT 1 pt 5,66616860,1,,822989810,TSK.CP3.OT1.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164965483,,#NULL
,225,OT Financial SC2 UT 2 pt 1,66616873,1,,822989893,TSK.CP3.OT2.PRB.001.,"Task (1): Characterize known pump and dump activity in CHICF.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Between which dates does CHICF show evidence of pump and dump behavior? Please give dates in MM/YYYY format.<br>",1,open_ended,#NULL
,224,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966114,Certainly Wrong (0%),0
,223,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966115,-0.1,10
,222,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966116,-0.2,20
,221,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966117,-0.3,30
,220,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966118,-0.4,40
,219,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966119,Completely Uncertain (50%),50
,218,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966120,-0.6,60
,217,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966121,-0.7,70
,216,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966122,-0.8,80
,215,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966123,-0.9,90
,214,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966124,Certainly Correct (100%),100
,237,OT Financial SC2 UT 2 pt 1,66616873,1,,822989894,TSK.CP3.OT2.CON.001.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966125,,#NULL
,142,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.PZOO.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752666,PZOO,TSK.CP3.OT2.PRB.002.PZOO.
,231,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.QMCI.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752667,QMCI,TSK.CP3.OT2.PRB.002.QMCI.
,232,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.IMLE.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752668,IMLE,TSK.CP3.OT2.PRB.002.IMLE.
,233,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.IMMB.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752669,IMMB,TSK.CP3.OT2.PRB.002.IMMB.
,234,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.AHII.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752670,AHII,TSK.CP3.OT2.PRB.002.AHII.
,235,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.GOOO.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752671,GOOO,TSK.CP3.OT2.PRB.002.GOOO.
,236,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,TSK.CP3.OT2.PRB.002.FNRG.,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752672,FNRG,TSK.CP3.OT2.PRB.002.FNRG.
,238,OT Financial SC2 UT 2 pt 2,66616893,1,,822990008,,"Task (2): Group securities based on the likelihood that they are suspicious of pump and dump behavior.<br><br>_ÍÿPump and dump_Íù is a form of stock fraud in which the owner of a stock artificially inflates the price through false and misleading statements, in order to sell the cheaply purchased stock at a higher price. Stocks are often hyped via online message boards or through social media.<br><br>Question: Which of the following securities is suspicious of Pump-and-Dump activity based on available information about each security?",9190752673,Categories,0
,245,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966947,Certainly Wrong (0%),0
,239,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966948,-0.1,10
,240,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966949,-0.2,20
,241,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966950,-0.3,30
,242,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966951,-0.4,40
,243,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966952,Completely Uncertain (50%),50
,244,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966953,-0.6,60
,230,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966954,-0.7,70
,229,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966955,-0.8,80
,228,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966956,-0.9,90
,227,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966957,Certainly Correct (100%),100
,226,OT Financial SC2 UT 2 pt 2,66616893,1,,822990009,TSK.CP3.OT2.CON.002.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164966958,,#NULL
,39,OT Financial SC2 UT 2 pt 3,66616903,1,,822990045,TSK.CP3.OT2.PRB.003.,Task (3): Compare anomalies in trade volume and price in TCEHY to OGNG.<br><br>Question: Compare volume activity in TCEHY with that in OGNG during 2014. Both display short-term episodes of high volume periods. Which seems more characteristic of pump and dump? ,9190766399,TCEHY,TCEHY
,40,OT Financial SC2 UT 2 pt 3,66616903,1,,822990045,TSK.CP3.OT2.PRB.003.,Task (3): Compare anomalies in trade volume and price in TCEHY to OGNG.<br><br>Question: Compare volume activity in TCEHY with that in OGNG during 2014. Both display short-term episodes of high volume periods. Which seems more characteristic of pump and dump? ,9190766400,OGNG,OGNG
,41,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967276,Certainly Wrong (0%),0
,43,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967277,-0.1,10
,50,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967278,-0.2,20
,44,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967279,-0.3,30
,45,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967280,-0.4,40
,46,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967281,Completely Uncertain (50%),50
,47,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967282,-0.6,60
,48,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967284,-0.7,70
,49,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967285,-0.8,80
,69,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967286,-0.9,90
,141,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967287,Certainly Correct (100%),100
,211,OT Financial SC2 UT 2 pt 3,66616903,1,,822990046,TSK.CP3.OT2.CON.003.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967288,,#NULL
,33,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.JAN.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789354,January,TSK.CP3.OT2.PRB.004.JAN.
,34,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.FEB.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789355,February,TSK.CP3.OT2.PRB.004.FEB.
,35,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.MAR.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789356,March,TSK.CP3.OT2.PRB.004.MAR.
,54,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.APR.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789357,April,TSK.CP3.OT2.PRB.004.APR.
,55,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.MAY.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789358,May,TSK.CP3.OT2.PRB.004.MAY.
,56,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.JUN.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789359,June,TSK.CP3.OT2.PRB.004.JUN.
,57,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.JUL.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789360,July,TSK.CP3.OT2.PRB.004.JUL.
,58,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.AUG.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789361,August,TSK.CP3.OT2.PRB.004.AUG.
,59,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.SEP.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789362,September,TSK.CP3.OT2.PRB.004.SEP.
,61,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.OCT.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789363,October,TSK.CP3.OT2.PRB.004.OCT.
,68,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.NOV.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789364,November,TSK.CP3.OT2.PRB.004.NOV.
,62,OT Financial SC2 UT 2 pt 4,66616910,1,,822990090,TSK.CP3.OT2.PRB.004.DEC.,Task (4): Examine if the anomalous behavior in GWPC is associated with 3rd party information about the security.<br><br>Question: Over what month or months in 2014 was anomalous volume activity in GWPC concurrent with significant third party or publicly disseminated information about the company? Select all months that apply.,9190789365,December,TSK.CP3.OT2.PRB.004.DEC.
,63,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967615,Certainly Wrong (0%),0
,64,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967616,-0.1,10
,65,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967617,-0.2,20
,66,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967618,-0.3,30
,67,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967619,-0.4,40
,53,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967620,Completely Uncertain (50%),50
,60,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967621,-0.6,60
,52,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967622,-0.7,70
,42,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967623,-0.8,80
,36,OT Financial SC2 UT 2 pt 4,66616910,1,,822990091,TSK.CP3.OT2.CON.004.,Please use the scale below to indicate indicate your level of confidence in your answer for this question.,9164967624,-0.9,90
